Entry	Gene names	Organism	Gene ontology IDs
Q8TH62	MK0513	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003723
Q9YCZ3	APE_1119.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005524; GO:0016887
Q9YCF3	APE_1304.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005215; GO:0016021
Q9Y9F4	APE_2334.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q9UYN8	PAB1399	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q8TYR9	pepP MK0223	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0004177; GO:0046872
P58731	rps14 APE_0352a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003735; GO:0006412; GO:0015935; GO:0019843; GO:0046872
G0ECA0	Pyrfu_1613	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005524; GO:0006810
Q8U1H0	PF1238	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005524; GO:0008080; GO:0016887
Q9YB53	rpoD APE_1744.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677; GO:0003899; GO:0006351; GO:0046983
Q8TXK6	MK0666	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
I6UZI3	PFC_05695	Pyrococcus furiosus COM1	GO:0004156; GO:0009396
G0EHL1	serS Pyrfu_1507	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0016260; GO:0097056
A2BJ10	Hbut_0096	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005215; GO:0016021
Q9YDD9	APE_0974.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677; GO:0006355
I6UZX6	PFC_01610	Pyrococcus furiosus COM1	GO:0006351
Q9UZS1	PAB1659	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0006166; GO:0017061
Q9V2B9	PAB2248	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005886; GO:0015225; GO:0016021
Q8U0B5	lysZ PF1684	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003991; GO:0005524; GO:0005737; GO:0006526; GO:0019878
I6V3T6	PFC_09650	Pyrococcus furiosus COM1	
A2BK43	Hbut_0492	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016829; GO:0046872; GO:0051536
A2BLB0	Hbut_0923	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9V0Y4	PAB0444	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q9YEH6	APE_0600	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016787
I6U9E4	PFC_09120	Pyrococcus furiosus COM1	
Q8TX00	MK0881	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0005623; GO:0016491; GO:0045454; GO:0050660
G0EHK1	Pyrfu_1496	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EEH0	Pyrfu_0139	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BL02	Hbut_0810	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
G0EDR6	Pyrfu_0816	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0000287; GO:0006400; GO:0008193
Q9Y9N0	dppB APE_2258	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005886; GO:0006810; GO:0016021
Q8TVS2	MK1316	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0046872
Q8U0V6	rpl40e PF1475	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003735; GO:0005840; GO:0006412
Q49605	mcrA MK0655	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0015948; GO:0046872; GO:0050524
Q9YCR2	APE_1199	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003824; GO:0008152
I6UPG0	PFC_03685	Pyrococcus furiosus COM1	GO:0005524; GO:0016887
A2BN58	rpl18a rpl20e rplX Hbut_1600	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003735; GO:0005840; GO:0006412; GO:0019843
Q9YFD2	APE_0309.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016491
Q8TXJ4	fusA MK0679	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003746; GO:0003924; GO:0004519; GO:0005525; GO:0005737; GO:0006314; GO:0016539
I6V2M1	PFC_07210	Pyrococcus furiosus COM1	GO:0003677; GO:0045892
Q9V280	PYRAB01940 PAB2224	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003824
Q8TVX9	MK1259	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003676; GO:0008168
A2BMC7	rnp1 Hbut_1308	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000172; GO:0001682; GO:0003723; GO:0004526; GO:0005737; GO:0006364; GO:0006379; GO:0030677
Q8TWK5	MK1028	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016787
I6V1F1	PFC_04680	Pyrococcus furiosus COM1	GO:0016021
A2BM15	mre11 Hbut_1192	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004519; GO:0004527; GO:0006302; GO:0030145
Q8TXL6	MK0646	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021
Q8TZ23	MK0118	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9UZ50	PAB0862	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524
G0ECK0	priL Pyrfu_1715	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003896; GO:0046872; GO:0051539; GO:1990077
Q8TUY3	rpl39e rpl39 MK1618	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003735; GO:0005840; GO:0006412
G0EEJ4	eif5a Pyrfu_0163	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003743; GO:0003746; GO:0005737; GO:0006452; GO:0043022; GO:0045901; GO:0045905
Q9YAJ9	APE_1941	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
A2BMT2	Hbut_1469	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0008237
G8ZFN8	PAB2310	Pyrococcus abyssi (strain GE5 / Orsay)	
Q9Y9J2	hemA APE_2296	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0006782; GO:0008883; GO:0050661
A2BKB0	Hbut_0561	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016787
Q9YA54	APE_2084.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677
Q8TUV7	pus10 MK1646	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0000049; GO:0001522; GO:0006400; GO:0009982
Q8TWA8	MK1128	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021; GO:0055085
G0EG36	Pyrfu_0413	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
Q9YB34	APE_1761.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
G0ED01	Pyrfu_1868	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008324; GO:0016021
I6UPP6	PFC_04235	Pyrococcus furiosus COM1	GO:0005886; GO:0006810; GO:0016021
I6V0R1	PFC_08190	Pyrococcus furiosus COM1	GO:0016021
Q9Y9L1	APE_2277.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0006807; GO:0016810
G0EHK2	Pyrfu_1497	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6U7B8	PFC_04700	Pyrococcus furiosus COM1	GO:0016021
A2BJ61	Hbut_0150	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016740
G0EG56	Pyrfu_0433	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q8U0E4	rpoD PF1647	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003677; GO:0003899; GO:0006351; GO:0046983
Q9YF10	APE_0428.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021
Q9YCY3	metG APE_1129	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004825; GO:0005524; GO:0005737; GO:0006431; GO:0046872
A2BJF9	Hbut_0248	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8TZV1	albA PF1881	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003677; GO:0003723; GO:0005694; GO:0005737
Q8U218	PF1033	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005737; GO:0045454; GO:0051920
G0EFH8	Pyrfu_1137	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021; GO:0016192
Q9YAS7	APE_1866.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
A0A0P0N0R2	Pyrde_0145	Pyrodictium delaneyi	GO:0003938; GO:0006164
G8ZGM9	PAB2015	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021; GO:0016757
G0EEN8	Pyrfu_0992	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0010181; GO:0016491
I6UR77	PFC_07625	Pyrococcus furiosus COM1	GO:0005524; GO:0008643; GO:0016887
Q9V0M0	nep1 PYRAB07690 PAB1852	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0006364; GO:0008168; GO:0019843
Q9YE90	APE_0681.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q9UZ77	PAB1533	Pyrococcus abyssi (strain GE5 / Orsay)	
G0EC89	Pyrfu_1602	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008168; GO:0016021
Q05DY4	tatA APE_2139a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005887; GO:0008320; GO:0009306; GO:0033281; GO:0043953
A2BM38	Hbut_1215	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8U0Q6	pdxS PF1529	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0036381; GO:0042823
G0EHM2	pyrB Pyrfu_1518	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004070; GO:0006207; GO:0006520; GO:0016597; GO:0044205
Q9YBM9	APE_1569	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021
G0EHK6	Pyrfu_1501	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6UQ40	PFC_05095	Pyrococcus furiosus COM1	GO:0008168
G0EDF0	Pyrfu_0766	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008152; GO:0033814
Q9V113	rpoA2 PYRAB06160 PAB0425	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0003899; GO:0006351
G0EFT5	Pyrfu_0384	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005524; GO:0016887
A2BJY7	Hbut_0432	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000166; GO:0009117; GO:0009143; GO:0017111; GO:0046872
Q9V232	PAB0165	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0008168
G0EDE3	Pyrfu_0759	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003824; GO:0051536
G0ECP1	Pyrfu_1757	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6V0H2	PFC_02770	Pyrococcus furiosus COM1	GO:0048037
Q8TZ68	MK0071	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8U475	rpl44e PF0217	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872
Q8TZ00	MK0141	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0005886; GO:0016021
G0EG00	Pyrfu_1242	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6V2Y7	PFC_07845	Pyrococcus furiosus COM1	GO:0003723; GO:0006400; GO:0016763
Q9UZX7	PAB1692	Pyrococcus abyssi (strain GE5 / Orsay)	
Q9YCZ8	map APE_1114.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0046872; GO:0070006; GO:0070084
I6U8R6	PFC_07815	Pyrococcus furiosus COM1	GO:0004077; GO:0006464
Q9Y925	APE_2460.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005506
Q9UYT9	PAB0940	Pyrococcus abyssi (strain GE5 / Orsay)	
A2BMC5	rps3 Hbut_1306	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003735; GO:0006412; GO:0015935; GO:0019843
A0A0N7JD34	Pyrde_1033	Pyrodictium delaneyi	GO:0016021
G0EDB4	Pyrfu_1939	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003824; GO:0006284
G0EFJ6	Pyrfu_1155	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
A2BLG6	Hbut_0979	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9V0K1	upp PYRAB07880 PAB1839	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004845; GO:0005525; GO:0006223; GO:0044206
A2BMV8	Hbut_1497	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005886; GO:0016021
Q8TY09	purL purL_2 MK0497	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0046872
I6UR66	PFC_07550	Pyrococcus furiosus COM1	GO:0005886; GO:0016021
G0EDE0	Pyrfu_0756	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003824; GO:0005524; GO:0006464; GO:0009085; GO:0046872
Q8TYU1	MK0201	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8TXR7	MK0593	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BKH5	Hbut_0629	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EDY2	Pyrfu_0026	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016787; GO:0046872
A2BIS4	Hbut_0037	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003824; GO:0051536
Q9YEX9	sfsA APE_0454	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
G0EEV3	Pyrfu_0195	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q8TWE3	MK1092	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
G0EDI7	Pyrfu_0803	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003723; GO:0004826
G0EDE5	Pyrfu_0761	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003824; GO:0016021; GO:0051536
I6TX69	PFC_05320	Pyrococcus furiosus COM1	GO:0004781
Q9YEA2	APE_0671	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021; GO:0055085
Q9YAC8	APE_2011.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0043565
A2BLA3	Hbut_0916	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003677; GO:0003917; GO:0006265
G0EH93	Pyrfu_1459	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BMU5	Hbut_1482	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
Q8U3H1	trmBL2 PF0496	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003677; GO:0006351; GO:0006355
Q8U0S1	PF1513	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0016021
Q9YFU3	APE_0157	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
G0EH48	Pyrfu_1414	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9V1Y5	taw3-2 PYRAB02890 PAB2159	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0008175; GO:0031591
Q8U1M0	PF1186	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003756; GO:0005623; GO:0045454; GO:0050451; GO:0050660; GO:0050661
Q9V2P1	PAB2329	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016491
Q8TXU1	MK0569	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8TVA8	MK1484	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016645; GO:0051539; GO:1901285
A2BKY4	Hbut_0792	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
A2BKL3	Hbut_0668	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0019164; GO:0051539
G0EDY6	Pyrfu_0030	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0051536
I6U6F7	PFC_02740	Pyrococcus furiosus COM1	
A2BLE4	Hbut_0957	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
Q8TVJ3	MK1396	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021
G0EH45	Pyrfu_1411	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0048037
I6V1E5	PFC_04630	Pyrococcus furiosus COM1	GO:0016021
I6TWG9	PFC_03925	Pyrococcus furiosus COM1	GO:0003852; GO:0009098
G0EF47	Pyrfu_1076	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6U6N6	PFC_03145	Pyrococcus furiosus COM1	GO:0016021
Q05E79	APE_0291a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021
Q9UZC9	mre11 rad32 PYRAB12190 PAB0811	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004519; GO:0004527; GO:0006302; GO:0046872
G0EFW8	Pyrfu_1207	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0006950
G0EDN3	Pyrfu_1984	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BMJ3	Hbut_1379	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0009055; GO:0016491; GO:0030151
I6USK0	PFC_10460	Pyrococcus furiosus COM1	GO:0016787; GO:0046872
Q05DW3	APE_2617a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677
Q8TXD3	suhB MK0741	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0008934; GO:0046854; GO:0046855
Q9V2J0	PAB0045	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004177
A2BIW2	endA Hbut_0045	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000213; GO:0006388; GO:0016829
A2BK36	Hbut_0485	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005524; GO:0016887
I6UA15	PFC_10440	Pyrococcus furiosus COM1	GO:0016021
Q9UZN9	PAB0733	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
A2BKL4	Hbut_0669	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0019164
Q51732	pfpI PF1719	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005737; GO:0008233
G0EDX3	Pyrfu_0873	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0ED27	Pyrfu_0717	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003743; GO:0006417
Q8TWP8	MK0984	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003677; GO:0003700
Q8TWM8	MK1004	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021
Q9UZT8	PYRAB10580 PAB3259	Pyrococcus abyssi (strain GE5 / Orsay)	
Q8U126	trmY PF1403	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005737; GO:0008175
A2BKG8	Hbut_0621	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004177
I6UZQ6	PFC_01175	Pyrococcus furiosus COM1	GO:0005524; GO:0016887
G0EGY4	Pyrfu_0564	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BMP1	Hbut_1428	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0ED82	Pyrfu_1907	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
G0EER2	Pyrfu_1016	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
G0EGN2	Pyrfu_0535	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6TX92	PFC_05465	Pyrococcus furiosus COM1	GO:0006810; GO:0016021
Q9UYK1	PAB1370	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524
A0A0P0N3K2	Pyrde_1191	Pyrodictium delaneyi	
G0ECB4	pepA Pyrfu_1627	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004177; GO:0005737; GO:0008235; GO:0030145
Q9UY88	PAB1286	Pyrococcus abyssi (strain GE5 / Orsay)	
A2BMV7	Hbut_1496	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
I6UP76	PFC_03165	Pyrococcus furiosus COM1	GO:0016616; GO:0051287
Q9V0M5	PAB1855	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524; GO:0006810; GO:0016887
Q9YCP7	APE_1211.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q8U1X9	PF1075	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005886; GO:0016021
Q8U3T4	PF0371	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005328; GO:0016021
Q8TVU1	MK1297	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9HHB6	galK PF0445	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0004335; GO:0005524; GO:0005737; GO:0006012; GO:0046872
Q05E61	APE_0620a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
I6TVC6	PFC_01515	Pyrococcus furiosus COM1	
Q9V2N4	PAB2323	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016779
A2BJI7	Hbut_0276	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016787
G0EDI9	Pyrfu_0805	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005525; GO:0006777
A2BIY1	Hbut_0065	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005524; GO:0016887
Q9UZ43	PAB1511	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016491; GO:0046872
G0EFF8	Pyrfu_1115	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EHG6	hcp Pyrfu_0672	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005737; GO:0046872; GO:0050418; GO:0051539
I6URM2	PFC_08405	Pyrococcus furiosus COM1	GO:0016021
Q9UZ12	PAB2385	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0004003; GO:0005524; GO:0006139
Q8U2A0	leuD1 PF0939	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003861; GO:0009098
Q9YEV4	APE_0477.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q05E37	APE_0954a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
G0ED68	Pyrfu_1893	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003824; GO:0046872; GO:0051539
Q9V0B4	PAB1779	Pyrococcus abyssi (strain GE5 / Orsay)	
Q9YEI7	APE_0591.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0008152; GO:0016853
Q8TYG7	MK0332	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9YEY4	moeA APE_0450	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0032324
Q05DY1	APE_2161a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016021
Q8TWG6	MK1068	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021; GO:0016758
Q9UY35	PAB7424	Pyrococcus abyssi (strain GE5 / Orsay)	
I6U9C5	PFC_08995	Pyrococcus furiosus COM1	
Q9UZJ3	PYRAB11530 PAB0765	Pyrococcus abyssi (strain GE5 / Orsay)	
P81413	cdc6 orc1 PF0017	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003677; GO:0005524; GO:0006260
Q8TUT0	atpB MK1673	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003677; GO:0004519; GO:0005524; GO:0006314; GO:0006754; GO:0015992; GO:0016539
