Entry	Gene names	Organism	Gene ontology IDs
Q4J813	appC Saci_1763	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0005886; GO:0006810; GO:0016021
M1IMA1	fumC SacN8_00580	Sulfolobus acidocaldarius N8	GO:0004333; GO:0006099; GO:0006106; GO:0045239
Q9WYC5	pfp TM_0289 THEMA_03280 Tmari_0287	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003872; GO:0005737; GO:0006002; GO:0046872; GO:0047334
A0A1M6QZ62	SAMN05444391_0455	Thermocrinis minervae	GO:0005506; GO:0016226; GO:0051536
O29595	AF_0662	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0015948; GO:0016491
A0A1M6QAP5	SAMN05444391_0149	Thermocrinis minervae	
Q57688	thiDN MJ0236	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004789; GO:0005524; GO:0008902; GO:0008972; GO:0009228; GO:0009229
A0A1M6RME2	SAMN05444391_0706	Thermocrinis minervae	GO:0000155; GO:0005622; GO:0016021
M1J8W6	SacN8_11505	Sulfolobus acidocaldarius N8	GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0008270; GO:0016787
W0DIZ7	THERU_05130	Thermocrinis ruber	
M1I720	SacN8_09240	Sulfolobus acidocaldarius N8	GO:0016614; GO:0050660
M1IQV9	SacN8_05910	Sulfolobus acidocaldarius N8	GO:0003677
W0DCL4	THERU_06170	Thermocrinis ruber	GO:0005506; GO:0009055; GO:0020037
W0DCP7	THERU_06390	Thermocrinis ruber	GO:0005524; GO:0016887
O29013	argF AF_1255	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004585; GO:0005737; GO:0006526; GO:0016597
A0A1M6RXQ4	metE SAMN05444391_0800	Thermocrinis minervae	GO:0003871; GO:0008270; GO:0009086
O28744	AF_1528	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016021
Q58709	MJ1313	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005524
M1IQP4	SacN8_05660	Sulfolobus acidocaldarius N8	
O66616	aq_255	Aquifex aeolicus (strain VF5)	
Q57801	MJ0355	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
Q58152	MJ0742	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0051920
A0A1M6T8E3	SAMN05444391_1338	Thermocrinis minervae	GO:0009055; GO:0016491; GO:0019417; GO:0020037; GO:0070069
A0A1M6SNE5	prfA SAMN05444391_1095	Thermocrinis minervae	GO:0005737; GO:0016149
O28008	AF_2276	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016021
O66881	aq_635	Aquifex aeolicus (strain VF5)	
W0DDK6	mnmG gidA THERU_00085	Thermocrinis ruber	GO:0002098; GO:0005737; GO:0016491; GO:0050660
A0A1M6QE28	SAMN05444391_0198	Thermocrinis minervae	
O66538	rfaC2 aq_145	Aquifex aeolicus (strain VF5)	GO:0005829; GO:0008713; GO:0009244
O67766	rusA aq_1953	Aquifex aeolicus (strain VF5)	GO:0000287; GO:0006281; GO:0006310; GO:0008821
W0DCK9	rnc THERU_06140	Thermocrinis ruber	GO:0004525; GO:0005737; GO:0006364; GO:0006397; GO:0008033; GO:0016075; GO:0019843; GO:0046872
O29215	AF_1047	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DGH5	THERU_04020	Thermocrinis ruber	GO:0004066; GO:0006529
A0A1M6R4L9	SAMN05444391_0512	Thermocrinis minervae	GO:0005737; GO:0006364; GO:0008173; GO:0046872; GO:0051539
Q4JBM1	Saci_0392	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0016021
O28573	AF_1700	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016625; GO:0051539
O66559	mutY2 aq_172	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0003906; GO:0006284; GO:0016798; GO:0046872; GO:0051539
M1IFH9	SacRon12I_09590	Sulfolobus acidocaldarius Ron12/I	GO:0003824; GO:0008152
Q9WZJ3	trmFO gid TM_0734	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0002098; GO:0005829; GO:0016491; GO:0030488; GO:0047151; GO:0050660
O67722	rplM aq_1877	Aquifex aeolicus (strain VF5)	GO:0003729; GO:0003735; GO:0006412; GO:0022625
W0DBX3	THERU_04335	Thermocrinis ruber	GO:0016491
Q58224	dys MJ0814	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005737; GO:0008612; GO:0034038
O29796	AF_0453	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DBW2	THERU_02415	Thermocrinis ruber	
O67316	hspC aq_1283	Aquifex aeolicus (strain VF5)	
A0A075WKS8	AFULGI_00013770	Archaeoglobus fulgidus DSM 8774	
A0A1M6SF98	mtnD SAMN05444391_1011	Thermocrinis minervae	GO:0005506; GO:0010308; GO:0010309; GO:0016151; GO:0019284; GO:0019509
O29698	AF_0553	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0008641
A0A1M6QJW8	SAMN05444391_0268	Thermocrinis minervae	
E3GWX9	Mfer_0064	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016021
E3GZ04	hisG Mfer_0737	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000105; GO:0000287; GO:0003879; GO:0005524; GO:0005737
O28559	AF_1714	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q58148	MJ0738	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
M1J3P8	SacRon12I_09160	Sulfolobus acidocaldarius Ron12/I	
M1IDQ7	SacRon12I_07460	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0016887
A0A1M6TGH5	SAMN05444391_1453	Thermocrinis minervae	GO:0016888; GO:0051536
O67448	folP aq_1468	Aquifex aeolicus (strain VF5)	GO:0004156; GO:0005829; GO:0046654
A0A1M6RNN0	SAMN05444391_0718	Thermocrinis minervae	GO:0004129; GO:0005886; GO:0016021; GO:0019646
P38618	rpl31e Saci_1466	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0003735; GO:0005840; GO:0006412
A0A1M6R6G0	SAMN05444391_0530	Thermocrinis minervae	GO:0003677; GO:0003700
O67191	aq_1106	Aquifex aeolicus (strain VF5)	GO:0046872
A0A1M6SSD1	SAMN05444391_1144	Thermocrinis minervae	GO:0005975; GO:0016810
W0DEN0	THERU_01145	Thermocrinis ruber	GO:0000270; GO:0008933; GO:0016020
E3GZ59	Mfer_0792	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0016887; GO:0046872; GO:0051536
Q9WZE8	TM_0682	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
O67843	aq_2060	Aquifex aeolicus (strain VF5)	GO:0004536; GO:0006308; GO:0016888; GO:0051536
O66476	rpsR aq_064.1 aq_064A	Aquifex aeolicus (strain VF5)	GO:0003735; GO:0006412; GO:0019843; GO:0022627
A0A0U2WVI3	ATY89_09325 ATZ20_00735	Sulfolobus acidocaldarius	GO:0016021
O70075	aq_1391; aq_1640; aq_aa40	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0004803; GO:0006313
O29159	AF_1106	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0042254
E3GWD0	Mfer_1101	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003824; GO:0051536
D2C5N5	argR Tnap_0166	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0006526; GO:0034618; GO:0051259
A0A1M6QDP7	SAMN05444391_0196	Thermocrinis minervae	GO:0008233
O67518	mutL aq_1578	Aquifex aeolicus (strain VF5)	GO:0003697; GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0032300
Q58005	MJ0585	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
E3GXZ1	Mfer_0371	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016021
Q9WYC6	TM_0290	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005737; GO:0006099; GO:0046912
M1IRZ3	SacN8_00690	Sulfolobus acidocaldarius N8	
A0A1M6RUT5	hisG SAMN05444391_0773	Thermocrinis minervae	GO:0000105; GO:0003879; GO:0005524; GO:0005737
M1IN11	SacN8_01705	Sulfolobus acidocaldarius N8	
A0A1M6RWT1	SAMN05444391_0790	Thermocrinis minervae	GO:0005315; GO:0005886; GO:0006817; GO:0016021
E3GZ16	fbp Mfer_0749	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000287; GO:0004332; GO:0006094; GO:0042132
A0A101DDI0	XD40_1210 XD48_0621	Archaeoglobus fulgidus	
M1I652	carB SacN8_07865	Sulfolobus acidocaldarius N8	GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872
A0A075WI93	AFULGI_00004850	Archaeoglobus fulgidus DSM 8774	GO:0005524
O28102	AF_2181	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
M1ILZ3	SacN8_00130	Sulfolobus acidocaldarius N8	GO:0003951; GO:0006741; GO:0019674
A0A101DYI0	XD48_2091	Archaeoglobus fulgidus	GO:0003676
Q4JCD8	tpiA Saci_0117	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0006098
W0DGP4	THERU_04555	Thermocrinis ruber	GO:0016021
W0DA58	THERU_00315	Thermocrinis ruber	
W0DA31	THERU_00125	Thermocrinis ruber	
W0DFA2	THERU_02285	Thermocrinis ruber	GO:0016740
Q4J7K1	Saci_1927	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
A0A117L2R1	purS XD57_0759	Thermotoga naphthophila	GO:0004642; GO:0005524; GO:0005737; GO:0006189
A0A1M6TDS0	carA SAMN05444391_1414	Thermocrinis minervae	GO:0004088; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205
E3GY84	Mfer_0466	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005886; GO:0016021
M1JF23	SacRon12I_10160	Sulfolobus acidocaldarius Ron12/I	GO:0003700; GO:0005622; GO:0006351; GO:0043565
E3GXI5	truA Mfer_0214	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003723; GO:0009982; GO:0031119
M1IG57	SacRon12I_10810	Sulfolobus acidocaldarius Ron12/I	GO:0016021
E3GX81	Mfer_1290	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0006777
Q58192	tfb MJ0782	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004519; GO:0006314; GO:0006355; GO:0016539; GO:0017025; GO:0046872; GO:0070897
O30014	AF_0225	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005215; GO:0016021
W0DHQ1	THERU_06730	Thermocrinis ruber	
W0DB59	nuoN THERU_02505	Thermocrinis ruber	GO:0005886; GO:0006810; GO:0008137; GO:0016021; GO:0042773; GO:0048038
W0DJ03	THERU_05205	Thermocrinis ruber	
O66447	aq_028	Aquifex aeolicus (strain VF5)	
O67631	murE aq_1747	Aquifex aeolicus (strain VF5)	GO:0004326; GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555
E3GYJ6	Mfer_0579	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016021
O67153	aq_1054	Aquifex aeolicus (strain VF5)	GO:0016787; GO:0046872
W0DG58	accA THERU_04300	Thermocrinis ruber	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016740; GO:2001295
O67466	aq_1494	Aquifex aeolicus (strain VF5)	GO:0016787
Q4JAE7	Saci_0865	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0003743; GO:0006417
A0A076L9Z2	JH146_0304	Methanocaldococcus bathoardescens	GO:0003700
M1I2A0	SacN8_02260	Sulfolobus acidocaldarius N8	GO:0005524; GO:0016310; GO:0046917
E3GX46	Mfer_1255	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0016310; GO:0046917
W0DDZ4	THERU_07660	Thermocrinis ruber	
A0A075WBB9	AFULGI_00004720	Archaeoglobus fulgidus DSM 8774	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265
B9KA10	rbsD CTN_1617	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E)	GO:0005737; GO:0016872; GO:0019303; GO:0048029
W0DC37	nuoA THERU_03015	Thermocrinis ruber	GO:0005886; GO:0006810; GO:0008137; GO:0016021; GO:0048038
Q9WYG2	TM_0327	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004617; GO:0051287
A0A1M6Q969	SAMN05444391_0136	Thermocrinis minervae	GO:0003824
O29676	AF_0579	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
E3GWE5	ileS Mfer_1117	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270
O66845	aq_577	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0016021
O28364	rpl14 AF_1915	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003735; GO:0005840; GO:0006412; GO:0019843
M1IWD0	SacRon12I_02895	Sulfolobus acidocaldarius Ron12/I	
O28476	AF_1798	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005315; GO:0005886; GO:0006817; GO:0016021
E3GXA3	Mfer_0132	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016021
M1I4J3	SacN8_05505	Sulfolobus acidocaldarius N8	GO:0008152; GO:0016021; GO:0016788
A0A117KU33	XD40_2112 XD48_1790	Archaeoglobus fulgidus	GO:0005215; GO:0016021
Q60381	MJ0059	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000166; GO:0006351; GO:0006355; GO:0006808; GO:0030234
E3GYY1	Mfer_0714	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016787
M1JCC0	SacRon12I_05720	Sulfolobus acidocaldarius Ron12/I	
M1J126	SacRon12I_04700	Sulfolobus acidocaldarius Ron12/I	
M1IG68	SacRon12I_10870	Sulfolobus acidocaldarius Ron12/I	GO:0015171; GO:0016021
O66525	aq_125	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0016021
Q58776	carB2 MJ1381	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872
Q58315	MJ0905	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
O28825	AF_1447	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
O29066	AF_1202	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q4J8Z3	Saci_1407	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004812; GO:0005524; GO:0005737
O28278	AF_2001	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004017; GO:0005524
W0DG97	THERU_03555	Thermocrinis ruber	GO:0003723; GO:0006396; GO:0016779
E3GY20	Mfer_0400	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003700; GO:0005622; GO:0006351; GO:0043565
O28250	AF_2029	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003676; GO:0006813
W0DCE9	cysS THERU_05655	Thermocrinis ruber	GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0008270
Q9WZ11	TM_0541	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004333; GO:0008730
Q9WZU4	TM_0840	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
A0A1M6Q5B0	SAMN05444391_0084	Thermocrinis minervae	
O67932	coxC aq_2188	Aquifex aeolicus (strain VF5)	GO:0004129; GO:0005886; GO:0016021; GO:0019646
Q58757	MJ1362	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021; GO:0055114
O28674	AF_1598	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0016021
Q9WZC1	miaB TM_0653	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005737; GO:0006400; GO:0016740; GO:0046872; GO:0051539
W0DHA2	THERU_05685	Thermocrinis ruber	GO:0006629; GO:0008962; GO:0016021
A0A1M6RMB8	SAMN05444391_0704	Thermocrinis minervae	
Q9WZP7	thiDN TM_0790	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004789; GO:0005524; GO:0008902; GO:0008972; GO:0009228; GO:0009229
W0DEW3	THERU_06615	Thermocrinis ruber	GO:0016021
M1J3W7	rnp2 SacN8_02985	Sulfolobus acidocaldarius N8	GO:0001682; GO:0004526; GO:0005737; GO:0016021; GO:0030677
M1IC51	SacRon12I_05305	Sulfolobus acidocaldarius Ron12/I	
A0A101F9V4	XD64_1098	Thermotoga sp. 47_83	GO:0005524; GO:0016887
E3GWI8	pyrI Mfer_1167	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0006207; GO:0006221; GO:0009347; GO:0016740; GO:0046872
O29408	AF_0850	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
A0A1M6SB91	SAMN05444391_0961	Thermocrinis minervae	
Q4JBS6	Saci_0337	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
M1IDN9	SacRon12I_07365	Sulfolobus acidocaldarius Ron12/I	GO:0016021
E3GYQ1	surE Mfer_0634	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000166; GO:0005737; GO:0008253; GO:0046872
M1J362	SacRon12I_07005	Sulfolobus acidocaldarius Ron12/I	
O29795	AF_0454	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0006355
E3GW80	Mfer_1050	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003677; GO:0003700; GO:0006351; GO:0010045; GO:0016151
Q4J9Z2	Saci_1023	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
O67034	minC aq_878	Aquifex aeolicus (strain VF5)	GO:0000902; GO:0007049; GO:0051301; GO:1901891
M1J4I1	SacN8_04120	Sulfolobus acidocaldarius N8	GO:0000166; GO:0009117; GO:0009146; GO:0017111; GO:0046872; GO:0047429
Q9X004	TM_0902	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003677; GO:0003700; GO:0003899; GO:0006352; GO:0016987
A0A1M6T177	murC SAMN05444391_1254	Thermocrinis minervae	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008763; GO:0009252; GO:0016021; GO:0051301; GO:0071555
O67775	purH aq_1963	Aquifex aeolicus (strain VF5)	GO:0003937; GO:0004643; GO:0006189
E3GXX3	Mfer_0353	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
M1IZT7	SacRon12I_02395	Sulfolobus acidocaldarius Ron12/I	GO:0016021
O67240	ahcY sahH aq_1180	Aquifex aeolicus (strain VF5)	GO:0004013; GO:0005829; GO:0006730; GO:0019510; GO:0033353; GO:0051287
W0DEQ5	cmk THERU_00555	Thermocrinis ruber	GO:0004127; GO:0005524; GO:0005737; GO:0006220
O67731	tsnR aq_1890	Aquifex aeolicus (strain VF5)	GO:0000453; GO:0003723; GO:0005829; GO:0070039
E3GXW8	Mfer_0347	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
E3GZ41	Mfer_0774	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016779
Q08654	trpGD trpD TM_0141	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000162; GO:0004048; GO:0004049; GO:0005950; GO:0006541
A0A075WFB2	AFULGI_00010140	Archaeoglobus fulgidus DSM 8774	GO:0004222; GO:0016021
E3GY05	queC Mfer_0385	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0008270; GO:0016879
O35003	AF_0279; AF_0306; AF_0642; AF_0858; AF_2092	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677; GO:0006310; GO:0032196
A0A1M6QE11	aroA SAMN05444391_0200	Thermocrinis minervae	GO:0003866; GO:0005737; GO:0009073; GO:0009423
O28435	AF_1843	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0015675; GO:0016021
A0A075WH91	AFULGI_00001020	Archaeoglobus fulgidus DSM 8774	GO:0016021
E3GZ77	Mfer_0810	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003824; GO:0050662
O29783	AF_0467	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q9ZAE6	rpsZ rpsN TM_1487	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003735; GO:0006412; GO:0015935; GO:0019843; GO:0046872
M1IVP8	SacN8_06430	Sulfolobus acidocaldarius N8	GO:0003676; GO:0004386; GO:0005524
M1IZ97	SacRon12I_00575	Sulfolobus acidocaldarius Ron12/I	GO:0016787
M1J416	SacRon12I_09745	Sulfolobus acidocaldarius Ron12/I	GO:0008152; GO:0016747
Q9X0N6	TM_1152	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0015833; GO:0016887
E3GW09	Mfer_0978	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0018493; GO:0030151
O67214	aq_1141	Aquifex aeolicus (strain VF5)	GO:0016757
O28498	secG AF_1776	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0015031; GO:0016021
A0A1M6R7W6	SAMN05444391_0545	Thermocrinis minervae	GO:0006629; GO:0008962; GO:0016021
O28650	AF_1623	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0008483; GO:0009058; GO:0030170
W0DGR8	THERU_05530	Thermocrinis ruber	GO:0005623; GO:0045454
O30038	AF_0201	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0008152; GO:0016747
A0A076LIR0	JH146_1566	Methanocaldococcus bathoardescens	
W0DE15	THERU_01110	Thermocrinis ruber	GO:0002949
O66601	guaA aq_236	Aquifex aeolicus (strain VF5)	GO:0003921; GO:0003922; GO:0005524; GO:0006177; GO:0006541; GO:0016462
A5IK81	Tpet_0583	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	GO:0004177
Q57744	MJ0296	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016787; GO:0046872
O28775	aroA AF_1497	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003866; GO:0005737; GO:0009073; GO:0009423
E3GYN2	Mfer_0615	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
M1IMM7	SacN8_01080	Sulfolobus acidocaldarius N8	
Q57829	cas3 cas3'' MJ0384	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004519; GO:0004527; GO:0046872; GO:0051607
A0A075WCZ4	AFULGI_00011080	Archaeoglobus fulgidus DSM 8774	GO:0003824; GO:0051536
W0DA76	THERU_00470	Thermocrinis ruber	GO:0005215
Q58473	rio2 MJ1073	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004674; GO:0005524; GO:0046872
A0A1M6SW42	gcvH SAMN05444391_1187	Thermocrinis minervae	GO:0005960; GO:0019464
