Entry	Gene names	Organism	Gene ontology IDs
A0A075WEH7	AFULGI_00013490	Archaeoglobus fulgidus DSM 8774	
O29463	AF_0795	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005524
W0DBP3	THERU_03765	Thermocrinis ruber	GO:0005328; GO:0016021
Q4JBI9	Saci_0427	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
Q58151	MJ0741	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005506; GO:0050605
M1J3F3	SacRon12I_08715	Sulfolobus acidocaldarius Ron12/I	GO:0016021; GO:0055085
M1ITU8	SacN8_10435	Sulfolobus acidocaldarius N8	GO:0004324; GO:0016021; GO:0050660; GO:0050661
O66630	dapL aq_273	Aquifex aeolicus (strain VF5)	GO:0009089; GO:0010285; GO:0030170
Q58729	MJ1333	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
E3GXG3	Mfer_0192	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
Q9X1L2	TM_1526	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016491; GO:0046872
A0A1M6T0N1	SAMN05444391_1249	Thermocrinis minervae	GO:0016491; GO:0046872
E3GY16	Mfer_0396	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
W0DFG9	THERU_02685	Thermocrinis ruber	
O28619	AF_1654	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0016021
A0A1M6QX07	SAMN05444391_0431	Thermocrinis minervae	GO:0006950
E3GZ39	Mfer_0772	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004076; GO:0009102; GO:0046872; GO:0051539
E3GW11	Mfer_0980	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0015948; GO:0018493; GO:0046914
O30034	AF_0205	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DI05	rpsG THERU_07315	Thermocrinis ruber	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843
O28797	tspO AF_1475	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0006810; GO:0016021; GO:0033013; GO:0046906
E3GXR9	Mfer_0298	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005388; GO:0005524; GO:0016021; GO:0046872
Q60374	relE1 MJ0071	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
A0A101DY63	XD40_2229 XD48_2265	Archaeoglobus fulgidus	GO:0003677; GO:0006355
A0A101E2C1	XD40_1373 XD48_0689	Archaeoglobus fulgidus	GO:0005506; GO:0016226; GO:0051536
A0A075WE37	AFULGI_00011820	Archaeoglobus fulgidus DSM 8774	
Q60034	folA dyrA TM_1641	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004146; GO:0006545; GO:0006730; GO:0009165; GO:0046654; GO:0050661
W0DH08	THERU_05190	Thermocrinis ruber	GO:0016787
W0DIL0	THERU_04910	Thermocrinis ruber	
Q9WYV0	uvrA TM_0480	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0016887; GO:0046872
O28766	asd AF_1506	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003942; GO:0004073; GO:0005737; GO:0006531; GO:0009086; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287
Q58229	MJ0819	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
E3GXD1	Mfer_0160	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
Q9X197	TM_1377	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005886; GO:0006810; GO:0016021
O29353	dapB AF_0909	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005737; GO:0008839; GO:0009089; GO:0019877
A0A1M6TEI7	SAMN05444391_1430	Thermocrinis minervae	
Q9X0I4	TM_1100	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016021
Q58647	MJ1250	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000107; GO:0000287; GO:0005737; GO:0006650; GO:0008654; GO:0047294
A0A1M6R184	SAMN05444391_0477	Thermocrinis minervae	GO:0005198; GO:0051536; GO:0097428
O28050	katG perA AF_2233	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004096; GO:0006979; GO:0020037; GO:0042744; GO:0046872
M1J4T0	SacRon12I_10140	Sulfolobus acidocaldarius Ron12/I	GO:0016787
P36252	rpoC TM_0459	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000428; GO:0003677; GO:0003899; GO:0006351
Q4JA57	eif2b Saci_0961	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0003743
A0A1M6SXL5	SAMN05444391_1204	Thermocrinis minervae	GO:0004222; GO:0005886; GO:0016021; GO:0046872
Q9X028	TM_0930	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0016887
O67167	aq_1072	Aquifex aeolicus (strain VF5)	
A0A1M6S1R4	SAMN05444391_0844	Thermocrinis minervae	
O30137	AF_0099	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q58038	MJ0621	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0006351; GO:0006355; GO:0043565
W0DC15	purF THERU_04755	Thermocrinis ruber	GO:0000287; GO:0004044; GO:0006189; GO:0006541; GO:0009113; GO:0009116; GO:0051539
E3GW68	Mfer_1038	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0008972; GO:0009228
A0A101E1Z4	XD40_0074 XD48_0554	Archaeoglobus fulgidus	GO:0003824; GO:0008152
O67032	prfA aq_876	Aquifex aeolicus (strain VF5)	GO:0005737; GO:0016149
M1JDE0	SacRon12I_07325	Sulfolobus acidocaldarius Ron12/I	
W0DEK0	gcvH THERU_00210	Thermocrinis ruber	GO:0005960; GO:0019464
A0A075WFM9	AFULGI_00024690	Archaeoglobus fulgidus DSM 8774	GO:0006813; GO:0008324
O29313	glnA AF_0949	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004356; GO:0005524; GO:0005737; GO:0006542; GO:0009399; GO:0046872
W0DBL8	THERU_03545	Thermocrinis ruber	
W0DET5	THERU_05210	Thermocrinis ruber	
Q9WZ18	TM_0548	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660
O28761	AF_1511	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005524; GO:0008080; GO:0048037
M1J3T7	SacRon12I_09335	Sulfolobus acidocaldarius Ron12/I	GO:0008168
A0A1M6R527	SAMN05444391_0513	Thermocrinis minervae	GO:0004722
M1I4Y2	SacN8_06040	Sulfolobus acidocaldarius N8	
A0A076LDZ4	JH146_1604	Methanocaldococcus bathoardescens	
M1JD87	SacRon12I_06975	Sulfolobus acidocaldarius Ron12/I	
Q59019	MJ1626	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
A0A1M6SL95	SAMN05444391_1070	Thermocrinis minervae	GO:0005886; GO:0015098; GO:0016021
A5ILQ4	Tpet_1113	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	GO:0008270; GO:0008703; GO:0008835; GO:0009231
Q9WXQ8	TM_0051	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005525; GO:0005886; GO:0015093; GO:0016021; GO:0055072
E3GYB6	Mfer_0498	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0006810; GO:0016021
E3GYG2	Mfer_0544	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005737; GO:0050504; GO:0051479
A0A101E1W9	XD40_1729 XD48_0950	Archaeoglobus fulgidus	GO:0016779
A0A1M6QXI0	mltG SAMN05444391_0439	Thermocrinis minervae	GO:0005887; GO:0008932; GO:0009252; GO:0016829; GO:0071555
Q58939	MJ1544	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005524
Q57843	aroA' MJ0400	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0009073; GO:0016740; GO:0016836
Q58868	metE MJ1473	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003871; GO:0005576; GO:0005829; GO:0008270; GO:0008705; GO:0050667
O29849	AF_0398	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
E3GYI1	Mfer_0563	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0008171
O67660	aq_1791	Aquifex aeolicus (strain VF5)	
O67451	aq_1473	Aquifex aeolicus (strain VF5)	GO:0008565; GO:0015627; GO:0015628; GO:0016021
Q9WYZ8	fmt TM_0528	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004479
O28338	purS AF_1941	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004642; GO:0005524; GO:0005737; GO:0006189
M1IYU3	SacRon12I_07010	Sulfolobus acidocaldarius Ron12/I	GO:0016021
A0A0U3H3T8	ATY89_04505 ATZ20_07530	Sulfolobus acidocaldarius	
P81327	MJ1333.1	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
A0A1M6TJ68	SAMN05444391_1491	Thermocrinis minervae	GO:0000049; GO:0002098; GO:0034227
Q4J708	Saci_2124	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0016787
O29415	AF_0843	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
M1IZI1	SacRon12I_08180	Sulfolobus acidocaldarius Ron12/I	GO:0016021
O66786	mutY3 nth aq_496	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0003906; GO:0006284; GO:0019104; GO:0046872; GO:0051539
Q57635	lig MJ0171	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003677; GO:0003910; GO:0005524; GO:0005737; GO:0006273; GO:0006310; GO:0007049; GO:0046872; GO:0051103; GO:0051301; GO:0071897
Q9WZE2	TM_0675	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
W0DEI1	THERU_00100	Thermocrinis ruber	GO:0003774; GO:0005886; GO:0006935; GO:0009425; GO:0071973
W0DDH2	THERU_06530	Thermocrinis ruber	
O29213	AF_1049	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005524; GO:0006810
O28077	coaD AF_2206	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004595; GO:0005524; GO:0005737; GO:0015937
Q4J6D0	Saci_2373	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
O67493	pepQ aq_1535	Aquifex aeolicus (strain VF5)	GO:0016787
M1IC29	SacRon12I_05170	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0016887
O28868	AF_1404	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DB51	THERU_01025	Thermocrinis ruber	GO:0004830; GO:0005524; GO:0005737; GO:0006436
M1J3S5	SacRon12I_08325	Sulfolobus acidocaldarius Ron12/I	GO:0005247; GO:0016021
A0A1M6Q9R8	SAMN05444391_0139	Thermocrinis minervae	GO:0003824
O30279	AF_2392	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
O66503	nrdA aq_094	Aquifex aeolicus (strain VF5)	GO:0004748; GO:0005524; GO:0006260
M1J6B0	SacN8_07280	Sulfolobus acidocaldarius N8	GO:0016021; GO:0016740
W0DFA4	THERU_03690	Thermocrinis ruber	
M1ISG8	SacN8_01690	Sulfolobus acidocaldarius N8	GO:0003824; GO:0051536
A0A1M6SZX6	SAMN05444391_1238	Thermocrinis minervae	GO:0003824
Q58836	MJ1441	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0009058
E3GYJ8	Mfer_0581	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
W0DDQ8	THERU_07135	Thermocrinis ruber	GO:0004333
Q9X009	TM_0907	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003924; GO:0005525; GO:0005622; GO:0006614; GO:0044781
Q4J8Y1	Saci_1418	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
A0A1M6Q7H2	SAMN05444391_0111	Thermocrinis minervae	GO:0005524; GO:0006351; GO:0006355; GO:0008134; GO:0043565
O66911	uvrA aq_686	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0016887; GO:0046872
Q58433	MJ1027	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0008901; GO:0016151; GO:0016651; GO:0048038; GO:0051287
Q60387	mrtG mtrG MJ0082	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0015948; GO:0050524
O66694	aq_371	Aquifex aeolicus (strain VF5)	GO:0004004; GO:0010501
Q9X1E5	TM_1431	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0006355; GO:0009607
E3GWZ4	Mfer_0079	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0006465; GO:0008236; GO:0016021
O67132	hypE aq_1019	Aquifex aeolicus (strain VF5)	
Q58719	mre11 MJ1323	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004519; GO:0004527; GO:0006302; GO:0042802; GO:0046872
A0A1M6Q733	aroA' SAMN05444391_0101	Thermocrinis minervae	GO:0009073; GO:0016744; GO:0016836
W0DCE4	THERU_05600	Thermocrinis ruber	GO:0003677; GO:0004003; GO:0005524
O66646	lolD aq_297	Aquifex aeolicus (strain VF5)	GO:0005524; GO:0005886; GO:0016887; GO:0042954
W0DAH2	THERU_01175	Thermocrinis ruber	GO:0008658; GO:0016020
O66798	aq_510	Aquifex aeolicus (strain VF5)	GO:0005737; GO:0008757; GO:0032259
O67551	nfo aq_1629	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0003906; GO:0006284; GO:0008081; GO:0008270; GO:0008833
O67648	lpxC envA aq_1772	Aquifex aeolicus (strain VF5)	GO:0008759; GO:0009245; GO:0046872; GO:0103117
O67334	nuoB aq_1312	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0006810; GO:0008137; GO:0046872; GO:0048038; GO:0051539
M1J590	SacN8_05415	Sulfolobus acidocaldarius N8	GO:0016627
W0DFZ7	mqnE THERU_02910	Thermocrinis ruber	GO:0005506; GO:0009234; GO:0051539; GO:0102573
M1IZH2	SacRon12I_08130	Sulfolobus acidocaldarius Ron12/I	GO:0016021
M1IWT9	SacRon12I_03570	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0016887
O67258	lysS aq_1202	Aquifex aeolicus (strain VF5)	GO:0003676; GO:0004824; GO:0005524; GO:0005737; GO:0006430; GO:0046872
A0A075WKJ0	AFULGI_00012780	Archaeoglobus fulgidus DSM 8774	GO:0047429
Q60366	MJ0058	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0008519; GO:0016021
D3SPP3	Thal_0496	Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12)	
Q58154	hdrC1 MJ0744	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0015948; GO:0046872; GO:0051186; GO:0051539; GO:0051912
A5IJ76	Tpet_0220	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	GO:0003677; GO:0003700; GO:0006351
O30175	tmk AF_0061	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004798; GO:0005524; GO:0006233
O28620	AF_1653	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004252
M1I419	SacN8_04810	Sulfolobus acidocaldarius N8	GO:0016491
A0A1M6TBI1	SAMN05444391_1387	Thermocrinis minervae	GO:0009294
E3GZD7	rpl19e Mfer_0871	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003735; GO:0005840; GO:0006412; GO:0070180
W0DIV1	THERU_04010	Thermocrinis ruber	
O66793	otnA' aq_504	Aquifex aeolicus (strain VF5)	
Q9WZX8	TM_0875	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q5CB88		Thermotoga sp. (strain RQ2)	
A0A1M6THU4	SAMN05444391_1467	Thermocrinis minervae	GO:0009279; GO:0016021
Q57955	MJ0535	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016787
E3GYA8	rtcB Mfer_0490	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0006396; GO:0008452; GO:0046872
Q58842	fae-hps MJ1447	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004590; GO:0006207; GO:0016051; GO:0016832; GO:0016840
E3GWN1	Mfer_0041	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
O28856	ribC AF_1416	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004746; GO:0009231; GO:0009349
A0A101FAQ9	XD64_0588	Thermotoga sp. 47_83	GO:0003677; GO:0006351; GO:0006355
E3GXX1	Mfer_0350	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016787; GO:0046872
O66656	hksP2 aq_316	Aquifex aeolicus (strain VF5)	GO:0000155; GO:0005524; GO:0005622
O66871	abcT2 aq_620	Aquifex aeolicus (strain VF5)	GO:0005524; GO:0016887
G4FHD1	glyS Tmari_0215	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004814; GO:0004820; GO:0005524; GO:0005737; GO:0006420; GO:0006426
O28429	cooS AF_1849	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0006091; GO:0016151; GO:0018492; GO:0043885; GO:0051539
Q58845	MJ1450	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016491
M1IYN0	SacN8_10900	Sulfolobus acidocaldarius N8	
M1JBV9	SacRon12I_04680	Sulfolobus acidocaldarius Ron12/I	GO:0003723
Q9X1F3	TM_1440	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003743; GO:0005737
M1IXA9	SacN8_09635	Sulfolobus acidocaldarius N8	
P81230	MJ1249.1	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
Q9X094	TM_0999	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
A0A1M6R3E4	SAMN05444391_0497	Thermocrinis minervae	GO:0008152; GO:0016787
E3GWD9	aroD Mfer_1110	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003855; GO:0009073; GO:0009423
A0A1M6QGH2	cmk SAMN05444391_0226	Thermocrinis minervae	GO:0004127; GO:0005524; GO:0005737; GO:0006220
Q4JBZ8	Saci_0265	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0005315; GO:0006817; GO:0016021
O29348	AF_0914	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003743; GO:0006417
M1J189	SacRon12I_05075	Sulfolobus acidocaldarius Ron12/I	
A0A0U3HCY3	ATZ20_10510	Sulfolobus acidocaldarius	
O67182	abcT3 aq_1095	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0015920; GO:0016021
Q4J6E8	Saci_2352	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
O28051	AF_2232	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677; GO:0003700
A0A1M6QSP2	dtd SAMN05444391_0368	Thermocrinis minervae	GO:0002161; GO:0005737; GO:0019478; GO:0051499
O67834	rnr vacB aq_2046	Aquifex aeolicus (strain VF5)	GO:0003723; GO:0005737; GO:0008859
A0A075WMB8	AFULGI_00019220	Archaeoglobus fulgidus DSM 8774	GO:0006813; GO:0008324; GO:0016021
P54019	rps13 MJ0189	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0019843; GO:0042254
O28160	AF_2120	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DBV7	THERU_04255	Thermocrinis ruber	GO:0008152; GO:0016757
M1J2F8	SacRon12I_06870	Sulfolobus acidocaldarius Ron12/I	GO:0004795; GO:0009088; GO:0030170
M1IT78	SacN8_02305	Sulfolobus acidocaldarius N8	
O67157	acrR1 aq_1058	Aquifex aeolicus (strain VF5)	GO:0003677; GO:0003700; GO:0006351; GO:0006355; GO:0046872
Q57698	MJ0248	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
O30203	AF_0032	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q57615	ptr1 MJ0151	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003700; GO:0005622; GO:0006351; GO:0043565
O28855	AF_1417	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0008483
G4FDU9	hslU Tmari_0518	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0009376; GO:0016887; GO:0043335; GO:0070011
E3GZ76	Mfer_0809	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016740
A0A1M6RAK6	SAMN05444391_0570	Thermocrinis minervae	GO:0005887
W0DEM9	THERU_02230	Thermocrinis ruber	GO:0008483; GO:0009058; GO:0030170
W0DCU4	mobA THERU_06725	Thermocrinis ruber	GO:0005525; GO:0005737; GO:0006777; GO:0046872; GO:0061603
O30291	AF_2379	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
Q57865	dapB MJ0422	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005737; GO:0008839; GO:0009089; GO:0019877
D2C3W3	infA Tnap_1332	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	GO:0003743; GO:0005737; GO:0019843; GO:0043022
O28861	AF_1411	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DEW1	THERU_01635	Thermocrinis ruber	GO:0004617; GO:0006564; GO:0016597; GO:0051287
W0DIY4	THERU_04780	Thermocrinis ruber	GO:0016021
A0A101E1T9	XD48_0675	Archaeoglobus fulgidus	
M1I9Z7	SacRon12I_01910	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0016887
Q60357	eif6 MJ0048	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0000460; GO:0000470; GO:0003743; GO:0005829; GO:0030687; GO:0042256; GO:0043022; GO:0043023; GO:1902626
Q9WZE3	TM_0676	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005886; GO:0008565; GO:0016021; GO:0071978
D2C3Y5	Tnap_1354	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	
